,customer_id,product_id,activation_date,termination_date,distribution_channel,status
30,440,5,2022-02-03,2022-03-05 00:00:00,physical_store,active
31,457,5,2022-02-17,2022-03-19 00:00:00,physical_store,active
32,464,5,2022-02-19,2022-03-21 00:00:00,online,active
33,471,5,2022-02-27,2022-03-29 00:00:00,physical_store,active
34,480,5,2022-02-26,2022-03-28 00:00:00,physical_store,active
35,482,5,2022-02-03,2022-03-05 00:00:00,physical_store,active
36,488,5,2022-02-08,2022-03-10 00:00:00,physical_store,active
37,491,5,2022-02-25,2022-03-27 00:00:00,online,active
38,492,0,2022-02-06,2022-11-05 00:00:00,physical_store,active
39,536,0,2022-02-13,2022-05-25 00:00:00,physical_store,active
40,539,0,2022-02-10,2022-11-15 00:00:00,physical_store,active
41,543,0,2022-02-01,2022-08-10 00:00:00,online,active
42,583,0,2022-02-09,2022-11-02 00:00:00,physical_store,active
43,587,0,2022-02-07,2022-08-23 00:00:00,online,active
44,588,24,2022-02-06,2022-12-02 00:00:00,physical_store,active
45,639,0,2022-02-16,2022-11-24 00:00:00,online,active
46,659,0,2022-02-21,2022-11-29 00:00:00,physical_store,active
47,710,0,2022-02-27,2022-09-20 00:00:00,physical_store,active
48,726,24,2022-02-19,2022-09-29 00:00:00,physical_store,active
49,747,0,2022-02-15,2022-11-06 00:00:00,online,active
50,766,0,2022-02-08,2022-06-07 00:00:00,physical_store,active
51,767,0,2022-02-03,2022-08-05 00:00:00,physical_store,active
52,770,24,2022-02-19,2022-06-08 00:00:00,online,active
53,775,0,2022-02-27,2022-07-28 00:00:00,physical_store,active
54,795,24,2022-02-02,2022-08-10 00:00:00,online,active
55,810,0,2022-02-15,2022-08-02 00:00:00,physical_store,active
56,820,0,2022-02-03,2022-08-10 00:00:00,physical_store,active
57,841,24,2022-02-19,2022-07-17 00:00:00,physical_store,active
58,848,0,2022-02-03,2022-07-09 00:00:00,physical_store,active
59,861,24,2022-02-10,2022-11-26 00:00:00,online,active
60,877,0,2022-02-11,2022-07-04 00:00:00,physical_store,active
61,895,0,2022-02-02,2022-10-19 00:00:00,physical_store,active
62,911,0,2022-02-09,2022-08-12 00:00:00,physical_store,active
63,913,0,2022-02-22,2022-08-10 00:00:00,physical_store,active
64,924,0,2022-02-09,2022-06-29 00:00:00,online,active
65,930,0,2022-02-21,2022-10-15 00:00:00,physical_store,active
66,943,24,2022-02-04,2022-07-12 00:00:00,physical_store,active
67,948,0,2022-02-09,2022-07-10 00:00:00,physical_store,active
68,959,24,2022-02-19,2022-05-23 00:00:00,online,active
69,974,0,2022-02-11,2022-09-22 00:00:00,physical_store,active
70,984,0,2022-02-07,2022-06-02 00:00:00,physical_store,active
71,990,24,2022-02-14,2022-06-13 00:00:00,online,active
72,1003,0,2022-02-12,2022-10-07 00:00:00,physical_store,active
73,1022,0,2022-02-09,2022-09-21 00:00:00,physical_store,active
74,1038,24,2022-02-09,2022-07-25 00:00:00,online,active
75,1070,0,2022-02-15,2022-09-01 00:00:00,physical_store,active
76,1073,24,2022-02-20,2022-11-22 00:00:00,physical_store,active
77,1080,0,2022-02-10,2022-09-25 00:00:00,online,active
78,1102,0,2022-02-13,2022-09-04 00:00:00,physical_store,active
79,1172,24,2022-02-13,2022-10-30 00:00:00,physical_store,active
80,1176,0,2022-02-26,2022-11-26 00:00:00,physical_store,active
81,1189,0,2022-02-10,2022-05-24 00:00:00,physical_store,active
82,1190,0,2022-02-22,2022-08-13 00:00:00,physical_store,active
83,1196,0,2022-02-21,2022-10-17 00:00:00,physical_store,active
84,1214,0,2022-02-07,2022-08-15 00:00:00,physical_store,active
85,1224,0,2022-02-14,2022-05-21 00:00:00,physical_store,active
86,1225,24,2022-02-02,2022-07-06 00:00:00,physical_store,active
87,1228,24,2022-02-12,2022-08-09 00:00:00,physical_store,active
88,1233,0,2022-02-24,2022-10-03 00:00:00,physical_store,active
89,1234,0,2022-02-25,2022-10-10 00:00:00,physical_store,active
90,1276,0,2022-02-06,2022-06-28 00:00:00,physical_store,active
91,1286,0,2022-02-25,2022-06-28 00:00:00,physical_store,active
92,1289,24,2022-02-19,2022-08-25 00:00:00,online,active
93,1294,24,2022-02-15,2022-07-18 00:00:00,physical_store,active
94,1316,0,2022-02-13,2022-07-11 00:00:00,physical_store,active
95,1359,0,2022-02-12,2022-10-01 00:00:00,physical_store,active
96,1363,0,2022-02-11,2022-11-20 00:00:00,physical_store,active
97,1372,0,2022-02-14,2022-07-01 00:00:00,physical_store,active
98,1398,0,2022-02-15,2022-09-06 00:00:00,physical_store,active
99,1405,0,2022-02-14,2022-08-28 00:00:00,physical_store,active
100,1411,0,2022-02-13,2022-08-11 00:00:00,physical_store,active
101,1418,24,2022-02-07,2022-08-25 00:00:00,physical_store,active
102,1422,0,2022-02-17,2022-09-17 00:00:00,online,active
103,1451,24,2022-02-22,2022-08-27 00:00:00,physical_store,active
104,1461,24,2022-02-12,2022-06-13 00:00:00,physical_store,active
105,1478,24,2022-02-16,2022-06-01 00:00:00,physical_store,active
106,1499,0,2022-02-20,2022-07-12 00:00:00,physical_store,active
107,1501,0,2022-02-25,2022-11-30 00:00:00,physical_store,active
108,1513,0,2022-02-11,2022-09-02 00:00:00,physical_store,active
109,1517,0,2022-02-24,2022-05-25 00:00:00,physical_store,active
110,1526,0,2022-02-22,2022-11-14 00:00:00,physical_store,active
111,1542,0,2022-02-14,2022-10-23 00:00:00,physical_store,active
112,1553,0,2022-02-21,2022-08-02 00:00:00,physical_store,active
113,1584,0,2022-02-14,2022-09-30 00:00:00,online,active
114,1585,0,2022-02-21,2022-08-06 00:00:00,physical_store,active
115,1600,0,2022-02-18,2022-10-01 00:00:00,physical_store,active
116,1655,24,2022-02-14,2022-12-03 00:00:00,physical_store,active
117,1658,0,2022-02-14,2022-11-29 00:00:00,physical_store,active
118,1659,0,2022-02-21,2022-07-14 00:00:00,physical_store,active
119,1666,0,2022-02-03,2022-11-11 00:00:00,online,active
120,1673,0,2022-02-25,2022-09-29 00:00:00,physical_store,active
121,1685,24,2022-02-27,2022-11-09 00:00:00,online,active
122,1715,0,2022-02-07,2022-08-30 00:00:00,online,active
123,1716,24,2022-02-09,2022-09-13 00:00:00,physical_store,active
124,1717,0,2022-02-10,2022-10-28 00:00:00,online,active
125,1762,0,2022-02-13,2022-07-28 00:00:00,physical_store,active
126,1780,24,2022-02-21,2022-11-20 00:00:00,physical_store,active
127,1783,0,2022-02-01,2022-10-04 00:00:00,physical_store,active
128,1794,0,2022-02-03,2022-06-06 00:00:00,physical_store,active
129,1827,0,2022-02-14,2022-12-10 00:00:00,online,active
130,1866,0,2022-02-27,2022-07-06 00:00:00,physical_store,active
131,1872,24,2022-02-26,2022-11-06 00:00:00,online,active
132,1875,0,2022-02-03,2022-09-17 00:00:00,online,active
133,1877,0,2022-02-13,2022-05-18 00:00:00,physical_store,active
134,1882,0,2022-02-26,2022-09-25 00:00:00,online,active
135,1885,24,2022-02-05,2022-07-19 00:00:00,physical_store,active
136,1895,0,2022-02-24,2022-08-05 00:00:00,physical_store,active
137,1914,0,2022-02-25,2022-11-03 00:00:00,physical_store,active
138,1918,24,2022-02-06,2022-06-10 00:00:00,physical_store,active
139,1924,0,2022-02-25,2022-12-16 00:00:00,online,active
140,1943,24,2022-02-15,2022-11-20 00:00:00,online,active
141,1963,24,2022-02-23,2022-08-20 00:00:00,physical_store,active
142,1968,0,2022-02-02,2022-05-24 00:00:00,physical_store,active
143,1970,24,2022-02-23,2022-10-21 00:00:00,physical_store,active
144,1983,0,2022-02-01,2022-08-13 00:00:00,physical_store,active
145,1995,0,2022-02-05,2022-12-01 00:00:00,physical_store,active
146,2005,0,2022-02-22,2022-08-03 00:00:00,physical_store,active
147,2032,24,2022-02-16,2022-11-15 00:00:00,physical_store,active
148,2037,0,2022-02-18,2022-11-01 00:00:00,physical_store,active
149,2053,0,2022-02-26,2022-09-24 00:00:00,physical_store,active
150,2083,0,2022-02-09,2022-11-01 00:00:00,physical_store,active
151,2084,0,2022-02-13,2022-06-16 00:00:00,online,active
152,2090,24,2022-02-22,2022-10-07 00:00:00,physical_store,active
153,2098,0,2022-02-02,2022-09-04 00:00:00,physical_store,active
154,2125,0,2022-02-25,2022-09-05 00:00:00,physical_store,active
155,2137,0,2022-02-27,2022-06-17 00:00:00,physical_store,active
156,2140,0,2022-02-14,2022-11-09 00:00:00,physical_store,active
157,2157,0,2022-02-02,2022-05-03 00:00:00,online,active
158,2175,0,2022-02-13,2022-07-19 00:00:00,physical_store,active
159,2187,0,2022-02-21,2022-08-21 00:00:00,physical_store,active
160,2188,0,2022-02-10,2022-08-30 00:00:00,physical_store,active
161,2192,0,2022-02-09,2022-08-26 00:00:00,physical_store,active
162,2195,24,2022-02-09,2022-06-22 00:00:00,physical_store,active
163,2213,0,2022-02-04,2022-09-15 00:00:00,physical_store,active
164,2222,0,2022-02-16,2022-08-09 00:00:00,online,active
165,2249,0,2022-02-27,2022-09-01 00:00:00,physical_store,active
166,2259,0,2022-02-16,2022-09-04 00:00:00,physical_store,active
167,2261,24,2022-02-04,2022-11-17 00:00:00,physical_store,active
168,2264,0,2022-02-20,2022-06-19 00:00:00,physical_store,active
169,2274,0,2022-02-27,2022-11-15 00:00:00,physical_store,active
170,2283,0,2022-02-11,2022-11-22 00:00:00,physical_store,active
171,2294,0,2022-02-23,2022-10-04 00:00:00,physical_store,active
172,2319,24,2022-02-19,2022-07-29 00:00:00,physical_store,active
173,2332,24,2022-02-05,2022-11-16 00:00:00,physical_store,active
174,2340,24,2022-02-10,2022-06-29 00:00:00,physical_store,active
175,2351,0,2022-02-11,2022-11-01 00:00:00,physical_store,active
176,2386,0,2022-02-20,2022-06-08 00:00:00,physical_store,active
177,2400,0,2022-02-04,2022-08-02 00:00:00,physical_store,active
178,2446,0,2022-02-06,2022-09-19 00:00:00,physical_store,active
179,2449,0,2022-02-02,2022-11-08 00:00:00,physical_store,active
180,2450,0,2022-02-10,2022-08-27 00:00:00,online,active
181,2451,0,2022-02-17,2022-07-28 00:00:00,online,active
182,2452,24,2022-02-19,2022-09-13 00:00:00,physical_store,active
183,2453,24,2022-02-05,2022-08-14 00:00:00,physical_store,active
184,2463,24,2022-02-02,2022-08-20 00:00:00,physical_store,active
185,2479,0,2022-02-22,2022-05-31 00:00:00,physical_store,active
186,2500,24,2022-02-03,2022-11-01 00:00:00,online,active
187,2502,0,2022-02-03,2022-07-15 00:00:00,physical_store,active
188,2503,0,2022-02-17,2022-11-16 00:00:00,physical_store,active
189,2504,24,2022-02-12,2022-09-21 00:00:00,physical_store,active
190,2523,24,2022-02-25,2022-06-04 00:00:00,physical_store,active
191,2524,0,2022-02-25,2022-06-16 00:00:00,physical_store,active
192,2534,0,2022-02-07,2022-06-01 00:00:00,physical_store,active
193,2548,0,2022-02-09,2022-07-26 00:00:00,physical_store,active
194,2555,0,2022-02-23,2022-07-10 00:00:00,physical_store,active
195,2556,24,2022-02-08,2022-06-28 00:00:00,online,active
196,2562,0,2022-02-07,2022-09-15 00:00:00,physical_store,active
197,2586,0,2022-02-06,2022-09-17 00:00:00,physical_store,active
198,2598,0,2022-02-17,2022-05-31 00:00:00,physical_store,active
199,2624,0,2022-02-06,2022-09-12 00:00:00,physical_store,active
200,2652,0,2022-02-19,2022-09-05 00:00:00,physical_store,active
201,2653,0,2022-02-25,2022-12-05 00:00:00,physical_store,active
202,2658,0,2022-02-20,2022-09-24 00:00:00,physical_store,active
203,2671,0,2022-02-06,2022-11-07 00:00:00,physical_store,active
204,2688,0,2022-02-16,2022-06-08 00:00:00,physical_store,active
205,2698,0,2022-02-23,2022-12-07 00:00:00,online,active
206,2712,24,2022-02-08,2022-05-14 00:00:00,online,active
207,2713,24,2022-02-21,2022-07-31 00:00:00,online,active
208,2718,0,2022-02-27,2022-07-24 00:00:00,online,active
209,2723,0,2022-02-19,2022-05-24 00:00:00,physical_store,active
210,2726,0,2022-02-19,2022-07-05 00:00:00,physical_store,active
211,2735,24,2022-02-26,2022-10-26 00:00:00,physical_store,active
212,2738,0,2022-02-07,2022-10-30 00:00:00,physical_store,active
213,2789,0,2022-02-08,2022-11-05 00:00:00,physical_store,active
214,2794,0,2022-02-20,2022-06-07 00:00:00,online,active
215,2813,0,2022-02-21,2022-09-19 00:00:00,physical_store,active
216,2838,0,2022-02-06,2022-05-15 00:00:00,physical_store,active
217,2843,0,2022-02-18,2022-10-03 00:00:00,physical_store,active
218,2846,0,2022-02-22,2022-09-02 00:00:00,physical_store,active
219,2873,0,2022-02-08,2022-09-20 00:00:00,physical_store,active
220,2889,0,2022-02-27,2022-12-07 00:00:00,online,active
221,2903,0,2022-02-09,2022-09-26 00:00:00,physical_store,active
222,2936,0,2022-02-10,2022-09-05 00:00:00,online,active
223,2947,0,2022-02-12,2022-08-10 00:00:00,physical_store,active
224,2969,0,2022-02-06,2022-05-09 00:00:00,physical_store,active
225,2982,0,2022-02-21,2022-12-06 00:00:00,physical_store,active
226,2985,0,2022-02-13,2022-11-30 00:00:00,online,active
227,3007,24,2022-02-09,2022-08-13 00:00:00,online,active
228,3030,0,2022-02-03,2022-08-19 00:00:00,online,active
229,3060,0,2022-02-21,2022-10-28 00:00:00,physical_store,active
230,3061,0,2022-02-11,2022-07-25 00:00:00,physical_store,active
231,3064,0,2022-02-09,2022-09-13 00:00:00,online,active
232,3077,0,2022-02-22,2022-08-28 00:00:00,online,active
233,3093,24,2022-02-09,2022-11-06 00:00:00,physical_store,active
234,3110,24,2022-02-15,2022-11-14 00:00:00,physical_store,active
235,3122,0,2022-02-16,2022-10-07 00:00:00,online,active
236,3134,0,2022-02-17,2022-12-06 00:00:00,online,active
237,3137,0,2022-02-24,2022-09-05 00:00:00,physical_store,active
238,3161,0,2022-02-06,2022-05-08 00:00:00,physical_store,active
239,3179,24,2022-02-20,2022-10-17 00:00:00,physical_store,active
240,3191,0,2022-02-27,2022-06-21 00:00:00,physical_store,active
241,3206,0,2022-02-07,2022-11-13 00:00:00,physical_store,active
242,3233,24,2022-02-17,2022-08-28 00:00:00,physical_store,active
243,3239,0,2022-02-23,2022-07-03 00:00:00,physical_store,active
244,3259,24,2022-02-10,2022-11-06 00:00:00,physical_store,active
245,3265,0,2022-02-06,2022-05-30 00:00:00,physical_store,active
246,3306,0,2022-02-02,2022-06-11 00:00:00,physical_store,active
247,3324,0,2022-02-09,2022-09-19 00:00:00,physical_store,active
248,3333,0,2022-02-27,2022-10-04 00:00:00,physical_store,active
249,3356,0,2022-02-20,2022-12-05 00:00:00,online,active
250,3374,24,2022-02-13,2022-07-04 00:00:00,physical_store,active
251,3383,24,2022-02-14,2022-11-07 00:00:00,physical_store,active
252,3387,0,2022-02-05,2022-09-09 00:00:00,online,active
253,3404,24,2022-02-04,2022-10-20 00:00:00,physical_store,active
254,3411,24,2022-02-27,2022-12-11 00:00:00,physical_store,active
255,3426,0,2022-02-23,2022-05-29 00:00:00,physical_store,active
256,3443,0,2022-02-17,2022-11-14 00:00:00,physical_store,active
257,3451,0,2022-02-27,2022-11-01 00:00:00,physical_store,active
258,3473,0,2022-02-26,2022-11-13 00:00:00,physical_store,active
259,3486,24,2022-02-25,2022-10-14 00:00:00,physical_store,active
260,3487,24,2022-02-24,2022-10-09 00:00:00,online,active
261,3492,0,2022-02-10,2022-10-12 00:00:00,physical_store,active
262,3507,0,2022-02-08,2022-10-22 00:00:00,physical_store,active
263,3514,0,2022-02-26,2022-06-07 00:00:00,physical_store,active
264,3520,0,2022-02-13,2022-08-11 00:00:00,online,active
265,3560,0,2022-02-01,2022-05-23 00:00:00,online,active
266,3563,24,2022-02-15,2022-06-21 00:00:00,physical_store,active
267,3573,0,2022-02-20,2022-11-04 00:00:00,physical_store,active
268,3595,0,2022-02-08,2022-08-07 00:00:00,physical_store,active
269,3617,0,2022-02-17,2022-08-08 00:00:00,online,active
270,3655,0,2022-02-22,2022-10-02 00:00:00,physical_store,active
271,3683,0,2022-02-09,2022-11-23 00:00:00,physical_store,active
272,3685,0,2022-02-16,2022-06-02 00:00:00,physical_store,active
273,3689,24,2022-02-06,2022-07-18 00:00:00,physical_store,active
274,3711,0,2022-02-12,2022-11-28 00:00:00,physical_store,active
275,3738,0,2022-02-26,2022-09-15 00:00:00,online,active
276,3744,24,2022-02-26,2022-10-17 00:00:00,online,active
277,3769,0,2022-02-20,2022-07-12 00:00:00,online,active
278,3779,24,2022-02-17,2022-10-13 00:00:00,physical_store,active
279,3798,0,2022-02-09,2022-11-08 00:00:00,physical_store,active
280,3814,0,2022-02-09,2022-08-11 00:00:00,physical_store,active
281,3844,0,2022-02-20,2022-10-20 00:00:00,physical_store,active
282,3854,0,2022-02-05,2022-10-03 00:00:00,physical_store,active
283,3862,0,2022-02-06,2022-06-21 00:00:00,physical_store,active
284,3863,0,2022-02-03,2022-06-01 00:00:00,physical_store,active
285,3868,24,2022-02-04,2022-07-20 00:00:00,physical_store,active
286,3894,0,2022-02-27,2022-06-25 00:00:00,physical_store,active
287,3928,0,2022-02-06,2022-11-29 00:00:00,physical_store,active
288,3941,0,2022-02-20,2022-07-03 00:00:00,online,active
289,3952,24,2022-02-06,2022-07-14 00:00:00,physical_store,active
290,3953,0,2022-02-27,2022-10-11 00:00:00,physical_store,active
291,3960,0,2022-02-09,2022-10-01 00:00:00,physical_store,active
292,3969,0,2022-02-17,2022-09-20 00:00:00,physical_store,active
293,3978,0,2022-02-24,2022-07-22 00:00:00,physical_store,active
294,3987,0,2022-02-05,2022-08-05 00:00:00,physical_store,active
295,3996,24,2022-02-01,2022-05-14 00:00:00,online,active
296,4017,24,2022-02-26,2022-10-04 00:00:00,online,active
297,4030,0,2022-02-20,2022-06-14 00:00:00,physical_store,active
298,4052,24,2022-02-18,2022-11-29 00:00:00,physical_store,active
299,4053,0,2022-02-23,2022-10-03 00:00:00,physical_store,active
300,4061,0,2022-02-27,2022-12-01 00:00:00,physical_store,active
301,4064,0,2022-02-24,2022-09-12 00:00:00,physical_store,active
302,4124,0,2022-02-24,2022-08-12 00:00:00,online,active
303,4129,0,2022-02-08,2022-10-31 00:00:00,physical_store,active
304,4135,0,2022-02-24,2022-07-10 00:00:00,physical_store,active
305,4149,0,2022-02-13,2022-08-09 00:00:00,physical_store,active
306,4168,0,2022-02-10,2022-09-02 00:00:00,physical_store,active
307,4175,0,2022-02-15,2022-09-21 00:00:00,online,active
308,4216,0,2022-02-23,2022-05-28 00:00:00,online,active
309,4221,0,2022-02-09,2022-05-13 00:00:00,physical_store,active
310,4232,0,2022-02-15,2022-06-07 00:00:00,online,active
311,4250,0,2022-02-02,2022-11-05 00:00:00,physical_store,active
312,4283,0,2022-02-17,2022-11-01 00:00:00,physical_store,active
313,4304,24,2022-02-23,2022-06-01 00:00:00,online,active
314,4317,0,2022-02-16,2022-09-29 00:00:00,physical_store,active
315,4328,0,2022-02-09,2022-05-19 00:00:00,physical_store,active
316,4369,0,2022-02-14,2022-06-10 00:00:00,physical_store,active
317,4376,0,2022-02-08,2022-05-18 00:00:00,physical_store,active
318,4377,0,2022-02-14,2022-12-07 00:00:00,physical_store,active
319,4388,24,2022-02-12,2022-11-02 00:00:00,physical_store,active
320,4418,24,2022-02-14,2022-10-29 00:00:00,online,active
321,4424,0,2022-02-14,2022-06-21 00:00:00,physical_store,active
322,4442,0,2022-02-07,2022-08-23 00:00:00,physical_store,active
323,4444,24,2022-02-09,2022-08-24 00:00:00,physical_store,active
324,4448,0,2022-02-13,2022-11-20 00:00:00,physical_store,active
325,4487,24,2022-02-01,2022-10-18 00:00:00,physical_store,active
326,4515,0,2022-02-10,2022-06-22 00:00:00,online,active
327,4537,0,2022-02-06,2022-07-24 00:00:00,online,active
328,4540,0,2022-02-14,2022-11-04 00:00:00,physical_store,active
329,4545,0,2022-02-17,2022-06-14 00:00:00,online,active
330,4591,0,2022-02-02,2022-08-17 00:00:00,online,active
331,4598,0,2022-02-02,2022-09-08 00:00:00,online,active
332,4606,0,2022-02-23,2022-07-17 00:00:00,physical_store,active
333,4608,0,2022-02-08,2022-12-01 00:00:00,physical_store,active
334,4633,0,2022-02-15,2022-11-14 00:00:00,physical_store,active
335,4653,24,2022-02-05,2022-08-17 00:00:00,physical_store,active
336,4658,0,2022-02-24,2022-08-06 00:00:00,physical_store,active
337,4661,0,2022-02-01,2022-08-16 00:00:00,physical_store,active
338,4662,0,2022-02-19,2022-07-26 00:00:00,online,active
339,4663,0,2022-02-11,2022-05-12 00:00:00,physical_store,active
340,4666,24,2022-02-23,2022-05-25 00:00:00,physical_store,active
341,4688,0,2022-02-17,2022-10-26 00:00:00,physical_store,active
342,4691,0,2022-02-15,2022-11-28 00:00:00,physical_store,active
343,4748,0,2022-02-01,2022-05-16 00:00:00,online,active
344,4793,0,2022-02-21,2022-06-27 00:00:00,physical_store,active
345,4814,0,2022-02-13,2022-11-25 00:00:00,online,active
346,4815,0,2022-02-11,2022-09-10 00:00:00,physical_store,active
347,4829,24,2022-02-24,2022-12-17 00:00:00,physical_store,active
348,4871,0,2022-02-25,2022-06-05 00:00:00,physical_store,active
349,4872,0,2022-02-20,2022-06-30 00:00:00,online,active
350,4873,0,2022-02-19,2022-08-30 00:00:00,physical_store,active
351,4877,0,2022-02-14,2022-08-23 00:00:00,physical_store,active
352,4879,0,2022-02-15,2022-08-26 00:00:00,online,active
353,4882,0,2022-02-07,2022-05-11 00:00:00,online,active
354,4890,0,2022-02-17,2022-09-25 00:00:00,physical_store,active
355,4911,0,2022-02-23,2022-08-17 00:00:00,physical_store,active
356,4950,0,2022-02-05,2022-09-23 00:00:00,physical_store,active
357,4952,0,2022-02-14,2022-07-09 00:00:00,online,active
358,4953,0,2022-02-10,2022-08-06 00:00:00,physical_store,active
359,4956,0,2022-02-08,2022-06-06 00:00:00,physical_store,active
360,4968,0,2022-02-13,2022-07-22 00:00:00,physical_store,active
361,4971,0,2022-02-05,2022-07-26 00:00:00,online,active
362,4982,0,2022-02-12,2022-07-30 00:00:00,physical_store,active
363,4987,0,2022-02-03,2022-10-11 00:00:00,physical_store,active
364,5018,0,2022-02-15,2022-11-22 00:00:00,physical_store,active
365,5026,0,2022-02-26,2022-08-05 00:00:00,physical_store,active
366,5033,0,2022-02-10,2022-06-26 00:00:00,online,active
367,5055,0,2022-02-08,2022-06-13 00:00:00,physical_store,active
368,5062,0,2022-02-08,2022-05-22 00:00:00,physical_store,active
369,5086,24,2022-02-18,2022-05-22 00:00:00,physical_store,active
370,5107,24,2022-02-15,2022-05-28 00:00:00,physical_store,active
371,5121,0,2022-02-03,2022-08-07 00:00:00,physical_store,active
372,5125,24,2022-02-06,2022-10-12 00:00:00,physical_store,active
373,5133,24,2022-02-21,2022-07-16 00:00:00,physical_store,active
374,5170,0,2022-02-10,2022-08-13 00:00:00,physical_store,active
375,5178,0,2022-02-15,2022-10-26 00:00:00,physical_store,active
376,5179,0,2022-02-01,2022-10-26 00:00:00,physical_store,active
377,5191,0,2022-02-16,2022-11-25 00:00:00,physical_store,active
378,5201,0,2022-02-15,2022-10-23 00:00:00,online,active
379,5219,0,2022-02-15,2022-11-02 00:00:00,physical_store,active
380,5228,0,2022-02-02,2022-09-25 00:00:00,physical_store,active
381,5233,0,2022-02-27,2022-06-16 00:00:00,online,active
382,5234,0,2022-02-16,2022-09-24 00:00:00,physical_store,active
383,5237,0,2022-02-20,2022-09-30 00:00:00,physical_store,active
384,5246,0,2022-02-12,2022-08-20 00:00:00,online,active
385,5267,0,2022-02-23,2022-05-28 00:00:00,physical_store,active
386,5275,0,2022-02-22,2022-09-09 00:00:00,physical_store,active
387,5292,0,2022-02-16,2022-11-29 00:00:00,physical_store,active
388,5294,24,2022-02-26,2022-10-27 00:00:00,physical_store,active
389,5303,0,2022-02-12,2022-11-18 00:00:00,physical_store,active
390,5324,0,2022-02-09,2022-06-07 00:00:00,online,active
391,5328,0,2022-02-24,2022-06-07 00:00:00,physical_store,active
392,5332,0,2022-02-04,2022-08-04 00:00:00,physical_store,active
393,5347,0,2022-02-19,2022-09-29 00:00:00,physical_store,active
394,5348,0,2022-02-12,2022-07-19 00:00:00,physical_store,active
395,5353,0,2022-02-14,2022-10-28 00:00:00,physical_store,active
396,5359,0,2022-02-12,2022-07-31 00:00:00,physical_store,active
397,5371,24,2022-02-11,2022-07-05 00:00:00,physical_store,active
398,5398,0,2022-02-23,2022-09-18 00:00:00,physical_store,active
399,5428,0,2022-02-21,2022-09-07 00:00:00,physical_store,active
400,5444,0,2022-02-07,2022-06-13 00:00:00,physical_store,active
401,5451,0,2022-02-05,2022-09-08 00:00:00,physical_store,active
402,5453,0,2022-02-19,2022-08-20 00:00:00,online,active
403,5473,0,2022-02-23,2022-06-02 00:00:00,physical_store,active
404,5475,24,2022-02-26,2022-10-06 00:00:00,physical_store,active
405,5476,0,2022-02-10,2022-10-24 00:00:00,physical_store,active
406,5477,0,2022-02-26,2022-06-29 00:00:00,physical_store,active
407,5513,0,2022-02-16,2022-07-25 00:00:00,online,active
408,5519,0,2022-02-23,2022-08-25 00:00:00,physical_store,active
409,5526,0,2022-02-13,2022-06-11 00:00:00,physical_store,active
410,5561,24,2022-02-17,2022-12-12 00:00:00,online,active
411,5569,0,2022-02-03,2022-05-15 00:00:00,online,active
412,5589,0,2022-02-02,2022-05-30 00:00:00,physical_store,active
413,5601,0,2022-02-04,2022-08-21 00:00:00,physical_store,active
414,5606,0,2022-02-04,2022-08-25 00:00:00,physical_store,active
415,5635,0,2022-02-26,2022-10-02 00:00:00,physical_store,active
416,5661,0,2022-02-01,2022-06-26 00:00:00,physical_store,active
417,5670,0,2022-02-23,2022-12-08 00:00:00,physical_store,active
418,5678,0,2022-02-02,2022-11-06 00:00:00,physical_store,active
419,5681,24,2022-02-03,2022-11-16 00:00:00,physical_store,active
